,prompt,region,object,img_id,geode_df_path
325,grains,,grains,325,
326,grains,,grains,326,
327,grains,,grains,327,
328,grains,,grains,328,
329,grains,,grains,329,
330,grains,,grains,330,
331,grains,,grains,331,
332,grains,,grains,332,
333,grains,,grains,333,
334,grains,,grains,334,
335,grains,,grains,335,
336,grains,,grains,336,
337,grains,,grains,337,
338,grains,,grains,338,
339,grains,,grains,339,
340,grains,,grains,340,
341,grains,,grains,341,
342,grains,,grains,342,
343,grains,,grains,343,
344,grains,,grains,344,
345,grains,,grains,345,
346,grains,,grains,346,
347,grains,,grains,347,
348,grains,,grains,348,
349,grains,,grains,349,
350,grains,,grains,350,
351,grains,,grains,351,
352,grains,,grains,352,
353,grains,,grains,353,
354,grains,,grains,354,
355,grains,,grains,355,
356,grains,,grains,356,
357,grains,,grains,357,
358,grains,,grains,358,
359,grains,,grains,359,
360,grains,,grains,360,
361,grains,,grains,361,
362,grains,,grains,362,
363,grains,,grains,363,
364,grains,,grains,364,
365,grains,,grains,365,
366,grains,,grains,366,
367,grains,,grains,367,
368,grains,,grains,368,
369,grains,,grains,369,
370,grains,,grains,370,
371,grains,,grains,371,
372,grains,,grains,372,
373,grains,,grains,373,
374,grains,,grains,374,
375,grains,,grains,375,
376,grains,,grains,376,
377,grains,,grains,377,
378,grains,,grains,378,
379,grains,,grains,379,
380,grains,,grains,380,
381,grains,,grains,381,
382,grains,,grains,382,
383,grains,,grains,383,
384,grains,,grains,384,
385,grains,,grains,385,
386,grains,,grains,386,
387,grains,,grains,387,
388,grains,,grains,388,
389,grains,,grains,389,
390,grains,,grains,390,
391,grains,,grains,391,
392,grains,,grains,392,
393,grains,,grains,393,
394,grains,,grains,394,
395,grains,,grains,395,
396,grains,,grains,396,
397,grains,,grains,397,
398,grains,,grains,398,
399,grains,,grains,399,
400,grains,,grains,400,
401,grains,,grains,401,
402,grains,,grains,402,
403,grains,,grains,403,
404,grains,,grains,404,
405,grains,,grains,405,
406,grains,,grains,406,
407,grains,,grains,407,
408,grains,,grains,408,
409,grains,,grains,409,
410,grains,,grains,410,
411,grains,,grains,411,
412,grains,,grains,412,
413,grains,,grains,413,
414,grains,,grains,414,
415,grains,,grains,415,
416,grains,,grains,416,
417,grains,,grains,417,
418,grains,,grains,418,
419,grains,,grains,419,
420,grains,,grains,420,
421,grains,,grains,421,
422,grains,,grains,422,
423,grains,,grains,423,
424,grains,,grains,424,
425,grains,,grains,425,
426,grains,,grains,426,
427,grains,,grains,427,
428,grains,,grains,428,
429,grains,,grains,429,
430,grains,,grains,430,
431,grains,,grains,431,
432,grains,,grains,432,
433,grains,,grains,433,
434,grains,,grains,434,
435,grains,,grains,435,
436,grains,,grains,436,
437,grains,,grains,437,
438,grains,,grains,438,
439,grains,,grains,439,
440,grains,,grains,440,
441,grains,,grains,441,
442,grains,,grains,442,
443,grains,,grains,443,
444,grains,,grains,444,
445,grains,,grains,445,
446,grains,,grains,446,
447,grains,,grains,447,
448,grains,,grains,448,
449,grains,,grains,449,
450,grains,,grains,450,
451,grains,,grains,451,
452,grains,,grains,452,
453,grains,,grains,453,
454,grains,,grains,454,
455,grains,,grains,455,
456,grains,,grains,456,
457,grains,,grains,457,
458,grains,,grains,458,
459,grains,,grains,459,
460,grains,,grains,460,
461,grains,,grains,461,
462,grains,,grains,462,
463,grains,,grains,463,
464,grains,,grains,464,
465,grains,,grains,465,
466,grains,,grains,466,
467,grains,,grains,467,
468,grains,,grains,468,
469,grains,,grains,469,
470,grains,,grains,470,
471,grains,,grains,471,
472,grains,,grains,472,
473,grains,,grains,473,
474,grains,,grains,474,
475,grains,,grains,475,
476,grains,,grains,476,
477,grains,,grains,477,
478,grains,,grains,478,
479,grains,,grains,479,
480,grains,,grains,480,
481,grains,,grains,481,
482,grains,,grains,482,
483,grains,,grains,483,
484,grains,,grains,484,
485,grains,,grains,485,
486,grains,,grains,486,
487,grains,,grains,487,
488,grains,,grains,488,
489,grains,,grains,489,
490,grains,,grains,490,
491,grains,,grains,491,
492,grains,,grains,492,
493,grains,,grains,493,
494,grains,,grains,494,
495,grains,,grains,495,
496,grains,,grains,496,
497,grains,,grains,497,
498,grains,,grains,498,
499,grains,,grains,499,
500,grains,,grains,500,
501,grains,,grains,501,
502,grains,,grains,502,
503,grains,,grains,503,
504,grains,,grains,504,
505,grains,,grains,505,
506,grains,,grains,506,
507,grains,,grains,507,
508,grains,,grains,508,
509,grains,,grains,509,
510,grains,,grains,510,
511,grains,,grains,511,
512,grains,,grains,512,
513,grains,,grains,513,
514,grains,,grains,514,
515,icons,,icons,515,
516,icons,,icons,516,
517,icons,,icons,517,
518,icons,,icons,518,
519,icons,,icons,519,
520,icons,,icons,520,
521,icons,,icons,521,
522,icons,,icons,522,
523,icons,,icons,523,
524,icons,,icons,524,
525,icons,,icons,525,
526,icons,,icons,526,
527,icons,,icons,527,
528,icons,,icons,528,
529,icons,,icons,529,
530,icons,,icons,530,
531,icons,,icons,531,
532,icons,,icons,532,
533,icons,,icons,533,
534,icons,,icons,534,
535,icons,,icons,535,
536,icons,,icons,536,
537,icons,,icons,537,
538,icons,,icons,538,
539,icons,,icons,539,
540,icons,,icons,540,
541,icons,,icons,541,
542,icons,,icons,542,
543,icons,,icons,543,
544,icons,,icons,544,
545,icons,,icons,545,
546,icons,,icons,546,
547,icons,,icons,547,
548,icons,,icons,548,
549,icons,,icons,549,
550,icons,,icons,550,
551,icons,,icons,551,
552,icons,,icons,552,
553,icons,,icons,553,
554,icons,,icons,554,
555,icons,,icons,555,
556,icons,,icons,556,
557,icons,,icons,557,
558,icons,,icons,558,
559,icons,,icons,559,
560,icons,,icons,560,
561,icons,,icons,561,
562,icons,,icons,562,
563,icons,,icons,563,
564,icons,,icons,564,
565,icons,,icons,565,
566,icons,,icons,566,
567,icons,,icons,567,
568,icons,,icons,568,
569,icons,,icons,569,
570,icons,,icons,570,
571,icons,,icons,571,
572,icons,,icons,572,
573,icons,,icons,573,
574,icons,,icons,574,
575,icons,,icons,575,
576,icons,,icons,576,
577,icons,,icons,577,
578,icons,,icons,578,
579,icons,,icons,579,
580,icons,,icons,580,
581,icons,,icons,581,
582,icons,,icons,582,
583,icons,,icons,583,
584,icons,,icons,584,
585,icons,,icons,585,
586,icons,,icons,586,
587,icons,,icons,587,
588,icons,,icons,588,
589,icons,,icons,589,
590,icons,,icons,590,
591,icons,,icons,591,
592,icons,,icons,592,
593,icons,,icons,593,
594,icons,,icons,594,
595,icons,,icons,595,
596,icons,,icons,596,
597,icons,,icons,597,
598,icons,,icons,598,
599,icons,,icons,599,
600,icons,,icons,600,
601,icons,,icons,601,
602,icons,,icons,602,
603,icons,,icons,603,
604,icons,,icons,604,
605,icons,,icons,605,
606,icons,,icons,606,
607,icons,,icons,607,
608,icons,,icons,608,
609,icons,,icons,609,
610,icons,,icons,610,
611,icons,,icons,611,
612,icons,,icons,612,
613,icons,,icons,613,
614,icons,,icons,614,
615,icons,,icons,615,
616,icons,,icons,616,
617,icons,,icons,617,
618,icons,,icons,618,
619,icons,,icons,619,
620,icons,,icons,620,
621,icons,,icons,621,
622,icons,,icons,622,
623,icons,,icons,623,
624,icons,,icons,624,
625,icons,,icons,625,
626,icons,,icons,626,
627,icons,,icons,627,
628,icons,,icons,628,
629,icons,,icons,629,
630,icons,,icons,630,
631,icons,,icons,631,
632,icons,,icons,632,
633,icons,,icons,633,
634,icons,,icons,634,
635,icons,,icons,635,
636,icons,,icons,636,
637,icons,,icons,637,
638,icons,,icons,638,
639,icons,,icons,639,
640,icons,,icons,640,
641,icons,,icons,641,
642,icons,,icons,642,
643,icons,,icons,643,
644,icons,,icons,644,
645,icons,,icons,645,
646,icons,,icons,646,
647,icons,,icons,647,
648,icons,,icons,648,
649,icons,,icons,649,
650,icons,,icons,650,
651,icons,,icons,651,
652,icons,,icons,652,
653,icons,,icons,653,
654,icons,,icons,654,
655,icons,,icons,655,
656,icons,,icons,656,
657,icons,,icons,657,
658,icons,,icons,658,
659,icons,,icons,659,
660,icons,,icons,660,
661,icons,,icons,661,
662,icons,,icons,662,
663,icons,,icons,663,
664,icons,,icons,664,
665,icons,,icons,665,
666,icons,,icons,666,
667,icons,,icons,667,
668,icons,,icons,668,
669,icons,,icons,669,
670,icons,,icons,670,
671,icons,,icons,671,
672,icons,,icons,672,
673,icons,,icons,673,
674,icons,,icons,674,
675,icons,,icons,675,
676,icons,,icons,676,
677,icons,,icons,677,
678,icons,,icons,678,
679,icons,,icons,679,
680,icons,,icons,680,
681,icons,,icons,681,
682,icons,,icons,682,
683,icons,,icons,683,
684,icons,,icons,684,
685,icons,,icons,685,
686,icons,,icons,686,
687,icons,,icons,687,
688,icons,,icons,688,
689,icons,,icons,689,
690,icons,,icons,690,
691,icons,,icons,691,
692,icons,,icons,692,
693,icons,,icons,693,
694,icons,,icons,694,
695,icons,,icons,695,
696,icons,,icons,696,
697,car keys,,car keys,697,
698,car keys,,car keys,698,
699,car keys,,car keys,699,
700,car keys,,car keys,700,
701,car keys,,car keys,701,
702,car keys,,car keys,702,
703,car keys,,car keys,703,
704,car keys,,car keys,704,
705,car keys,,car keys,705,
706,car keys,,car keys,706,
707,car keys,,car keys,707,
708,car keys,,car keys,708,
709,car keys,,car keys,709,
710,car keys,,car keys,710,
711,car keys,,car keys,711,
712,car keys,,car keys,712,
713,car keys,,car keys,713,
714,car keys,,car keys,714,
715,car keys,,car keys,715,
716,car keys,,car keys,716,
717,car keys,,car keys,717,
718,car keys,,car keys,718,
719,car keys,,car keys,719,
720,car keys,,car keys,720,
721,car keys,,car keys,721,
722,car keys,,car keys,722,
723,car keys,,car keys,723,
724,car keys,,car keys,724,
725,car keys,,car keys,725,
726,car keys,,car keys,726,
727,car keys,,car keys,727,
728,car keys,,car keys,728,
729,car keys,,car keys,729,
730,car keys,,car keys,730,
731,car keys,,car keys,731,
732,car keys,,car keys,732,
733,car keys,,car keys,733,
734,car keys,,car keys,734,
735,car keys,,car keys,735,
736,car keys,,car keys,736,
737,car keys,,car keys,737,
738,car keys,,car keys,738,
739,car keys,,car keys,739,
740,car keys,,car keys,740,
741,car keys,,car keys,741,
742,car keys,,car keys,742,
743,car keys,,car keys,743,
744,car keys,,car keys,744,
745,car keys,,car keys,745,
746,car keys,,car keys,746,
747,car keys,,car keys,747,
748,car keys,,car keys,748,
749,car keys,,car keys,749,
750,bedroom,,bedroom,750,
751,bedroom,,bedroom,751,
752,bedroom,,bedroom,752,
753,bedroom,,bedroom,753,
754,bedroom,,bedroom,754,
755,bedroom,,bedroom,755,
756,bedroom,,bedroom,756,
757,bedroom,,bedroom,757,
758,bedroom,,bedroom,758,
759,bedroom,,bedroom,759,
760,bedroom,,bedroom,760,
761,bedroom,,bedroom,761,
762,bedroom,,bedroom,762,
763,bedroom,,bedroom,763,
764,bedroom,,bedroom,764,
765,bedroom,,bedroom,765,
766,bedroom,,bedroom,766,
767,bedroom,,bedroom,767,
768,bedroom,,bedroom,768,
769,bedroom,,bedroom,769,
770,bedroom,,bedroom,770,
771,bedroom,,bedroom,771,
772,bedroom,,bedroom,772,
773,bedroom,,bedroom,773,
774,bedroom,,bedroom,774,
775,bedroom,,bedroom,775,
776,bedroom,,bedroom,776,
777,bedroom,,bedroom,777,
778,bedroom,,bedroom,778,
779,bedroom,,bedroom,779,
780,bedroom,,bedroom,780,
781,bedroom,,bedroom,781,
782,bedroom,,bedroom,782,
783,bedroom,,bedroom,783,
784,bedroom,,bedroom,784,
785,bedroom,,bedroom,785,
786,bedroom,,bedroom,786,
787,bedroom,,bedroom,787,
788,bedroom,,bedroom,788,
789,bedroom,,bedroom,789,
790,bedroom,,bedroom,790,
791,bedroom,,bedroom,791,
792,bedroom,,bedroom,792,
793,bedroom,,bedroom,793,
794,bedroom,,bedroom,794,
795,bedroom,,bedroom,795,
796,bedroom,,bedroom,796,
797,bedroom,,bedroom,797,
798,bedroom,,bedroom,798,
799,bedroom,,bedroom,799,
800,bedroom,,bedroom,800,
801,bedroom,,bedroom,801,
802,bedroom,,bedroom,802,
803,bedroom,,bedroom,803,
804,bedroom,,bedroom,804,
805,bedroom,,bedroom,805,
806,bedroom,,bedroom,806,
807,bedroom,,bedroom,807,
808,bedroom,,bedroom,808,
809,bedroom,,bedroom,809,
810,bedroom,,bedroom,810,
811,bedroom,,bedroom,811,
812,bedroom,,bedroom,812,
813,bedroom,,bedroom,813,
814,bedroom,,bedroom,814,
815,bedroom,,bedroom,815,
816,bedroom,,bedroom,816,
817,bedroom,,bedroom,817,
818,bedroom,,bedroom,818,
819,bedroom,,bedroom,819,
820,bedroom,,bedroom,820,
821,bedroom,,bedroom,821,
822,bedroom,,bedroom,822,
823,bedroom,,bedroom,823,
824,bedroom,,bedroom,824,
825,bedroom,,bedroom,825,
826,bedroom,,bedroom,826,
827,bedroom,,bedroom,827,
828,bedroom,,bedroom,828,
829,bedroom,,bedroom,829,
830,bedroom,,bedroom,830,
831,bedroom,,bedroom,831,
832,bedroom,,bedroom,832,
833,bedroom,,bedroom,833,
834,bedroom,,bedroom,834,
835,bedroom,,bedroom,835,
836,bedroom,,bedroom,836,
837,bedroom,,bedroom,837,
838,bedroom,,bedroom,838,
839,bedroom,,bedroom,839,
840,bedroom,,bedroom,840,
841,bedroom,,bedroom,841,
842,bedroom,,bedroom,842,
843,bedroom,,bedroom,843,
844,bedroom,,bedroom,844,
845,bedroom,,bedroom,845,
846,bedroom,,bedroom,846,
847,bedroom,,bedroom,847,
848,bedroom,,bedroom,848,
849,bedroom,,bedroom,849,
850,bedroom,,bedroom,850,
851,bedroom,,bedroom,851,
852,bedroom,,bedroom,852,
853,bedroom,,bedroom,853,
854,bedroom,,bedroom,854,
855,bedroom,,bedroom,855,
856,bedroom,,bedroom,856,
857,bedroom,,bedroom,857,
858,bedroom,,bedroom,858,
859,bedroom,,bedroom,859,
860,bedroom,,bedroom,860,
861,bedroom,,bedroom,861,
862,bedroom,,bedroom,862,
863,bedroom,,bedroom,863,
864,bedroom,,bedroom,864,
865,bedroom,,bedroom,865,
866,bedroom,,bedroom,866,
867,bedroom,,bedroom,867,
868,bedroom,,bedroom,868,
869,bedroom,,bedroom,869,
870,bedroom,,bedroom,870,
871,bedroom,,bedroom,871,
872,bedroom,,bedroom,872,
873,bedroom,,bedroom,873,
874,bedroom,,bedroom,874,
875,bedroom,,bedroom,875,
876,bedroom,,bedroom,876,
877,bedroom,,bedroom,877,
878,bedroom,,bedroom,878,
879,bedroom,,bedroom,879,
880,bedroom,,bedroom,880,
881,bedroom,,bedroom,881,
882,bedroom,,bedroom,882,
883,bedroom,,bedroom,883,
884,bedroom,,bedroom,884,
885,bedroom,,bedroom,885,
886,bedroom,,bedroom,886,
887,bedroom,,bedroom,887,
888,bedroom,,bedroom,888,
889,bedroom,,bedroom,889,
890,bedroom,,bedroom,890,
891,bedroom,,bedroom,891,
892,bedroom,,bedroom,892,
893,bedroom,,bedroom,893,
894,bedroom,,bedroom,894,
895,bedroom,,bedroom,895,
896,bedroom,,bedroom,896,
897,bedroom,,bedroom,897,
898,bedroom,,bedroom,898,
899,bedroom,,bedroom,899,
900,bedroom,,bedroom,900,
901,bedroom,,bedroom,901,
902,bedroom,,bedroom,902,
903,bedroom,,bedroom,903,
904,bedroom,,bedroom,904,
905,bedroom,,bedroom,905,
906,bedroom,,bedroom,906,
907,bedroom,,bedroom,907,
908,bedroom,,bedroom,908,
909,bedroom,,bedroom,909,
910,bedroom,,bedroom,910,
911,bedroom,,bedroom,911,
912,bedroom,,bedroom,912,
913,bedroom,,bedroom,913,
914,bedroom,,bedroom,914,
915,bedroom,,bedroom,915,
916,bedroom,,bedroom,916,
917,bedroom,,bedroom,917,
918,bedroom,,bedroom,918,
919,bedroom,,bedroom,919,
920,bedroom,,bedroom,920,
921,bedroom,,bedroom,921,
922,bedroom,,bedroom,922,
923,bedroom,,bedroom,923,
924,bedroom,,bedroom,924,
925,bedroom,,bedroom,925,
926,bedroom,,bedroom,926,
927,bedroom,,bedroom,927,
928,bedroom,,bedroom,928,
929,bedroom,,bedroom,929,
930,bedroom,,bedroom,930,
931,bedroom,,bedroom,931,
932,bedroom,,bedroom,932,
933,bedroom,,bedroom,933,
934,bedroom,,bedroom,934,
935,bedroom,,bedroom,935,
936,bedroom,,bedroom,936,
937,bedroom,,bedroom,937,
938,bedroom,,bedroom,938,
939,bedroom,,bedroom,939,
940,bedroom,,bedroom,940,
941,bedroom,,bedroom,941,
942,bedroom,,bedroom,942,
943,bedroom,,bedroom,943,
944,bedroom,,bedroom,944,
945,bedroom,,bedroom,945,
946,bedroom,,bedroom,946,
947,bedroom,,bedroom,947,
948,bedroom,,bedroom,948,
949,bedroom,,bedroom,949,
950,bedroom,,bedroom,950,
951,bedroom,,bedroom,951,
952,bedroom,,bedroom,952,
953,bedroom,,bedroom,953,
954,bedroom,,bedroom,954,
955,bedroom,,bedroom,955,
956,bedroom,,bedroom,956,
957,bedroom,,bedroom,957,
958,bedroom,,bedroom,958,
959,bedroom,,bedroom,959,
960,bedroom,,bedroom,960,
961,bathroom/toilet,,bathroom/toilet,961,
962,bathroom/toilet,,bathroom/toilet,962,
963,bathroom/toilet,,bathroom/toilet,963,
964,bathroom/toilet,,bathroom/toilet,964,
965,bathroom/toilet,,bathroom/toilet,965,
966,bathroom/toilet,,bathroom/toilet,966,
