,img_path,object,region,annotator_id,annotator_loc,annotation_result
14,SouthEastAsia_Indonesia_Indonesia_plate_of_food_51527.jpg,plate_of_food,SouthEastAsia,9,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea', 'af', 'eu']}"
15,Europe_Italy_Italy_storefront_22443.jpg,storefront,Europe,10,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
16,Europe_Italy_Italy_storefront_22443.jpg,storefront,Europe,11,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
17,Europe_Italy_Italy_storefront_22443.jpg,storefront,Europe,12,Africa,"{'match': 'ym', 'obj': ['eu', 'af', 'sea'], 'geo': ['eu']}"
18,Europe_Spain_Spain_cooking_pot_10071.jpg,cooking_pot,Europe,13,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
19,Europe_Spain_Spain_cooking_pot_10071.jpg,cooking_pot,Europe,14,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
20,Europe_Spain_Spain_cooking_pot_10071.jpg,cooking_pot,Europe,15,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
21,Africa_Egypt_Egypt_cooking_pot_10154.jpg,cooking_pot,Africa,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
22,Africa_Egypt_Egypt_cooking_pot_10154.jpg,cooking_pot,Africa,16,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
23,Africa_Egypt_Egypt_cooking_pot_10154.jpg,cooking_pot,Africa,17,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
24,SouthEastAsia_Thailand_Thailand_plate_of_food_49780.jpg,plate_of_food,SouthEastAsia,18,Africa,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
25,SouthEastAsia_Thailand_Thailand_plate_of_food_49780.jpg,plate_of_food,SouthEastAsia,1,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
26,SouthEastAsia_Thailand_Thailand_plate_of_food_49780.jpg,plate_of_food,SouthEastAsia,2,Europe,"{'match': 'ym', 'obj': ['af'], 'geo': ['eu']}"
27,Africa_Egypt_Egypt_storefront_48558.jpg,storefront,Africa,10,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu', 'sea']}"
28,Africa_Egypt_Egypt_storefront_48558.jpg,storefront,Africa,19,Europe,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
29,Africa_Egypt_Egypt_storefront_48558.jpg,storefront,Africa,20,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
30,SouthEastAsia_Thailand_Thailand_plate_of_food_8390.jpg,plate_of_food,SouthEastAsia,16,Africa,"{'match': 'ym', 'obj': ['af', 'eu'], 'geo': ['af', 'eu']}"
31,SouthEastAsia_Thailand_Thailand_plate_of_food_8390.jpg,plate_of_food,SouthEastAsia,1,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
32,SouthEastAsia_Thailand_Thailand_plate_of_food_8390.jpg,plate_of_food,SouthEastAsia,21,Europe,"{'match': 'ym', 'obj': ['af', 'sea'], 'geo': ['af', 'sea']}"
33,SouthEastAsia_Indonesia_Indonesia_car_19001.jpg,car,SouthEastAsia,12,Africa,"{'match': 'ym', 'obj': ['af', 'eu'], 'geo': ['na']}"
34,SouthEastAsia_Indonesia_Indonesia_car_19001.jpg,car,SouthEastAsia,22,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
35,SouthEastAsia_Indonesia_Indonesia_car_19001.jpg,car,SouthEastAsia,13,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
36,Africa_Nigeria_Nigeria_plate_of_food_51359.jpg,plate_of_food,Africa,23,Africa,"{'match': 'ym', 'obj': ['af', 'sea'], 'geo': ['af', 'sea']}"
37,Africa_Nigeria_Nigeria_plate_of_food_51359.jpg,plate_of_food,Africa,8,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
38,Africa_Nigeria_Nigeria_plate_of_food_51359.jpg,plate_of_food,Africa,17,Europe,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
39,Africa_South_Africa_South_Africa_dog_20935.jpg,dog,Africa,24,Africa,"{'match': 'ym', 'obj': ['eu', 'sea'], 'geo': ['sea', 'eu']}"
40,Africa_South_Africa_South_Africa_dog_20935.jpg,dog,Africa,17,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
41,Africa_South_Africa_South_Africa_dog_20935.jpg,dog,Africa,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu', 'sea'], 'geo': ['eu', 'sea']}"
42,SouthEastAsia_Philippines_Philippines_storefront_48226.jpg,storefront,SouthEastAsia,25,SouthEastAsia,"{'match': 'ym', 'obj': ['sea', 'eu'], 'geo': ['sea', 'eu']}"
43,SouthEastAsia_Philippines_Philippines_storefront_48226.jpg,storefront,SouthEastAsia,26,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
44,SouthEastAsia_Philippines_Philippines_storefront_48226.jpg,storefront,SouthEastAsia,16,Africa,"{'match': 'ym', 'obj': ['af', 'eu'], 'geo': ['eu']}"
45,Europe_Spain_Spain_car_19043.jpg,car,Europe,14,Africa,"{'obj': ['af', 'eu'], 'geo': ['eu', 'af'], 'match': 'ym'}"
46,Europe_Spain_Spain_car_19043.jpg,car,Europe,27,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
47,Europe_Spain_Spain_car_19043.jpg,car,Europe,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
48,Europe_Spain_Spain_cooking_pot_10094.jpg,cooking_pot,Europe,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu', 'sea'], 'geo': ['eu', 'sea']}"
49,Europe_Spain_Spain_cooking_pot_10094.jpg,cooking_pot,Europe,16,Africa,"{'match': 'nm', 'geo': ['na']}"
50,Europe_Spain_Spain_cooking_pot_10094.jpg,cooking_pot,Europe,15,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
51,Europe_Portugal_Portugal_cooking_pot_10303.jpg,cooking_pot,Europe,28,SouthEastAsia,"{'match': 'ym', 'obj': ['na'], 'geo': ['na']}"
52,Europe_Portugal_Portugal_cooking_pot_10303.jpg,cooking_pot,Europe,16,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
53,Europe_Portugal_Portugal_cooking_pot_10303.jpg,cooking_pot,Europe,19,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
54,SouthEastAsia_Philippines_Philippines_bag_454.jpg,bag,SouthEastAsia,1,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
55,SouthEastAsia_Philippines_Philippines_bag_454.jpg,bag,SouthEastAsia,2,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
56,SouthEastAsia_Philippines_Philippines_bag_454.jpg,bag,SouthEastAsia,4,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
57,SouthEastAsia_Indonesia_Indonesia_bag_996.jpg,bag,SouthEastAsia,1,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
58,SouthEastAsia_Indonesia_Indonesia_bag_996.jpg,bag,SouthEastAsia,2,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
59,SouthEastAsia_Indonesia_Indonesia_bag_996.jpg,bag,SouthEastAsia,4,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
60,SouthEastAsia_Philippines_Philippines_plate_of_food_49746.jpg,plate_of_food,SouthEastAsia,16,Africa,"{'match': 'nm', 'geo': ['na']}"
61,SouthEastAsia_Philippines_Philippines_plate_of_food_49746.jpg,plate_of_food,SouthEastAsia,10,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['af']}"
62,SouthEastAsia_Philippines_Philippines_plate_of_food_49746.jpg,plate_of_food,SouthEastAsia,29,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
63,Europe_Italy_Italy_cooking_pot_34258.jpg,cooking_pot,Europe,13,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
64,Europe_Italy_Italy_cooking_pot_34258.jpg,cooking_pot,Europe,14,Africa,"{'obj': ['eu', 'af'], 'match': 'ym', 'geo': ['af']}"
65,Europe_Italy_Italy_cooking_pot_34258.jpg,cooking_pot,Europe,7,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
66,Africa_South_Africa_South_Africa_cooking_pot_10161.jpg,cooking_pot,Africa,30,SouthEastAsia,"{'match': 'ym', 'obj': ['eu', 'sea'], 'geo': ['na']}"
67,Africa_South_Africa_South_Africa_cooking_pot_10161.jpg,cooking_pot,Africa,16,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
68,Africa_South_Africa_South_Africa_cooking_pot_10161.jpg,cooking_pot,Africa,7,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
69,Africa_South_Africa_South_Africa_plate_of_food_8477.jpg,plate_of_food,Africa,0,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
70,Africa_South_Africa_South_Africa_plate_of_food_8477.jpg,plate_of_food,Africa,1,SouthEastAsia,"{'match': 'ym', 'obj': ['sea', 'af'], 'geo': ['sea', 'af']}"
71,Africa_South_Africa_South_Africa_plate_of_food_8477.jpg,plate_of_food,Africa,7,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
72,Africa_Egypt_Egypt_cooking_pot_34143.jpg,cooking_pot,Africa,25,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['na']}"
73,Africa_Egypt_Egypt_cooking_pot_34143.jpg,cooking_pot,Africa,9,Europe,"{'match': 'ym', 'obj': ['af', 'eu', 'sea'], 'geo': ['eu', 'af', 'sea']}"
74,SouthEastAsia_Indonesia_Indonesia_cooking_pot_34308.jpg,cooking_pot,SouthEastAsia,1,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
75,SouthEastAsia_Indonesia_Indonesia_cooking_pot_34308.jpg,cooking_pot,SouthEastAsia,16,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
76,SouthEastAsia_Indonesia_Indonesia_cooking_pot_34308.jpg,cooking_pot,SouthEastAsia,15,Europe,"{'match': 'ym', 'obj': ['af'], 'geo': ['af', 'na']}"
77,Europe_Italy_Italy_storefront_22308.jpg,storefront,Europe,31,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
78,Europe_Italy_Italy_storefront_22308.jpg,storefront,Europe,27,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
79,Europe_Italy_Italy_storefront_22308.jpg,storefront,Europe,24,Africa,"{'match': 'ym', 'obj': ['sea', 'eu'], 'geo': ['eu', 'sea']}"
80,Europe_Spain_Spain_plate_of_food_8514.jpg,plate_of_food,Europe,0,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
81,Europe_Spain_Spain_plate_of_food_8514.jpg,plate_of_food,Europe,32,SouthEastAsia,"{'match': 'ym', 'obj': ['af', 'sea'], 'geo': ['af', 'sea']}"
82,Europe_Spain_Spain_plate_of_food_8514.jpg,plate_of_food,Europe,29,Europe,"{'match': 'ym', 'obj': ['eu', 'sea', 'af'], 'geo': ['sea', 'eu', 'af']}"
83,Europe_Spain_Spain_plate_of_food_8510.jpg,plate_of_food,Europe,14,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['na']}"
84,Europe_Spain_Spain_plate_of_food_8510.jpg,plate_of_food,Europe,6,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
85,Europe_Spain_Spain_plate_of_food_8510.jpg,plate_of_food,Europe,9,Europe,"{'match': 'ym', 'geo': ['na'], 'obj': ['eu', 'sea']}"
86,Europe_Spain_Spain_cooking_pot_10237.jpg,cooking_pot,Europe,13,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['na']}"
87,Europe_Spain_Spain_cooking_pot_10237.jpg,cooking_pot,Europe,16,Africa,"{'match': 'nm', 'geo': ['af']}"
88,Europe_Spain_Spain_cooking_pot_10237.jpg,cooking_pot,Europe,7,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
89,Africa_South_Africa_South_Africa_dog_50664.jpg,dog,Africa,0,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
90,Africa_South_Africa_South_Africa_dog_50664.jpg,dog,Africa,9,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
91,Africa_South_Africa_South_Africa_dog_50664.jpg,dog,Africa,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu', 'sea'], 'geo': ['eu', 'sea']}"
92,Africa_Nigeria_Nigeria_bag_280.jpg,bag,Africa,1,SouthEastAsia,"{'match': 'ym', 'obj': ['af', 'sea'], 'geo': ['af', 'sea']}"
93,Africa_Nigeria_Nigeria_bag_280.jpg,bag,Africa,11,Europe,"{'match': 'ym', 'obj': ['af', 'eu', 'sea'], 'geo': ['na']}"
94,Africa_Nigeria_Nigeria_bag_280.jpg,bag,Africa,4,Africa,"{'match': 'ym', 'obj': ['na'], 'geo': ['na']}"
95,SouthEastAsia_Philippines_Philippines_dog_20748.jpg,dog,SouthEastAsia,20,Africa,"{'match': 'ym', 'obj': ['af', 'eu'], 'geo': ['af']}"
96,SouthEastAsia_Philippines_Philippines_dog_20748.jpg,dog,SouthEastAsia,33,Europe,"{'match': 'ym', 'obj': ['af', 'eu', 'sea'], 'geo': ['na', 'eu', 'sea', 'af']}"
97,SouthEastAsia_Philippines_Philippines_dog_20748.jpg,dog,SouthEastAsia,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu', 'sea'], 'geo': ['af', 'sea']}"
98,Europe_Spain_Spain_bag_819.jpg,bag,Europe,1,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
99,Europe_Spain_Spain_bag_819.jpg,bag,Europe,11,Europe,"{'match': 'ym', 'obj': ['af', 'eu', 'sea'], 'geo': ['na']}"
100,Europe_Spain_Spain_bag_819.jpg,bag,Europe,4,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['na']}"
101,SouthEastAsia_Indonesia_Indonesia_storefront_56190.jpg,storefront,SouthEastAsia,10,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['af', 'sea']}"
102,SouthEastAsia_Indonesia_Indonesia_storefront_56190.jpg,storefront,SouthEastAsia,27,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
103,SouthEastAsia_Indonesia_Indonesia_storefront_56190.jpg,storefront,SouthEastAsia,16,Africa,"{'match': 'ym', 'obj': ['sea', 'eu', 'af'], 'geo': ['sea', 'eu']}"
104,SouthEastAsia_Thailand_Thailand_dog_54233.jpg,dog,SouthEastAsia,20,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['eu']}"
105,SouthEastAsia_Thailand_Thailand_dog_54233.jpg,dog,SouthEastAsia,17,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
106,SouthEastAsia_Thailand_Thailand_dog_54233.jpg,dog,SouthEastAsia,1,SouthEastAsia,"{'match': 'ym', 'obj': ['af', 'sea'], 'geo': ['af', 'sea']}"
107,Africa_Nigeria_Nigeria_car_18652.jpg,car,Africa,16,Africa,"{'match': 'ym', 'obj': ['af', 'eu'], 'geo': ['af']}"
108,Africa_Nigeria_Nigeria_car_18652.jpg,car,Africa,27,Europe,"{'match': 'ym', 'obj': ['sea', 'eu'], 'geo': ['af', 'sea']}"
109,Africa_Nigeria_Nigeria_car_18652.jpg,car,Africa,13,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
110,Africa_South_Africa_South_Africa_cooking_pot_10160.jpg,cooking_pot,Africa,13,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
111,Africa_South_Africa_South_Africa_cooking_pot_10160.jpg,cooking_pot,Africa,16,Africa,"{'match': 'ym', 'obj': ['af', 'eu'], 'geo': ['eu', 'af']}"
112,Africa_South_Africa_South_Africa_cooking_pot_10160.jpg,cooking_pot,Africa,15,Europe,"{'match': 'ym', 'obj': ['eu', 'sea'], 'geo': ['na']}"
113,Africa_South_Africa_South_Africa_storefront_48670.jpg,storefront,Africa,10,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['eu']}"
114,Africa_South_Africa_South_Africa_storefront_48670.jpg,storefront,Africa,11,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['na']}"
115,Africa_South_Africa_South_Africa_storefront_48670.jpg,storefront,Africa,20,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
116,SouthEastAsia_Indonesia_Indonesia_bag_23499.jpg,bag,SouthEastAsia,1,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
117,SouthEastAsia_Indonesia_Indonesia_bag_23499.jpg,bag,SouthEastAsia,3,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['na']}"
118,SouthEastAsia_Indonesia_Indonesia_bag_23499.jpg,bag,SouthEastAsia,12,Africa,"{'match': 'ym', 'obj': ['af', 'sea', 'eu'], 'geo': ['na']}"
119,Europe_Italy_Italy_car_18210.jpg,car,Europe,12,Africa,"{'match': 'ym', 'obj': ['na'], 'geo': ['na']}"
120,Europe_Italy_Italy_car_18210.jpg,car,Europe,33,Europe,"{'match': 'ym', 'geo': ['eu', 'af'], 'obj': ['af', 'eu', 'sea']}"
121,Europe_Italy_Italy_car_18210.jpg,car,Europe,1,SouthEastAsia,"{'match': 'ym', 'obj': ['af', 'eu', 'sea'], 'geo': ['eu']}"
122,Africa_Egypt_Egypt_bag_23436.jpg,bag,Africa,1,SouthEastAsia,"{'match': 'ym', 'obj': ['sea', 'eu'], 'geo': ['sea']}"
123,Africa_Egypt_Egypt_bag_23436.jpg,bag,Africa,2,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
124,Africa_Egypt_Egypt_bag_23436.jpg,bag,Africa,5,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
125,SouthEastAsia_Philippines_Philippines_storefront_56207.jpg,storefront,SouthEastAsia,31,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
126,SouthEastAsia_Philippines_Philippines_storefront_56207.jpg,storefront,SouthEastAsia,9,Europe,"{'match': 'ym', 'obj': ['sea', 'eu'], 'geo': ['sea']}"
127,SouthEastAsia_Philippines_Philippines_storefront_56207.jpg,storefront,SouthEastAsia,12,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
128,Europe_Italy_Italy_bag_556.jpg,bag,Europe,1,SouthEastAsia,"{'match': 'ym', 'obj': ['af', 'sea'], 'geo': ['af', 'sea']}"
129,Europe_Italy_Italy_bag_556.jpg,bag,Europe,2,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
130,Europe_Italy_Italy_bag_556.jpg,bag,Europe,34,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
131,SouthEastAsia_Indonesia_Indonesia_bag_23926.jpg,bag,SouthEastAsia,1,SouthEastAsia,"{'obj': ['sea'], 'geo': ['sea'], 'match': 'ym'}"
132,SouthEastAsia_Indonesia_Indonesia_bag_23926.jpg,bag,SouthEastAsia,11,Europe,"{'match': 'ym', 'obj': ['sea', 'eu'], 'geo': ['na']}"
133,SouthEastAsia_Indonesia_Indonesia_bag_23926.jpg,bag,SouthEastAsia,35,Africa,"{'match': 'ym', 'obj': ['na'], 'geo': ['na']}"
134,Europe_Italy_Italy_bag_1020.jpg,bag,Europe,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
135,Europe_Italy_Italy_bag_1020.jpg,bag,Europe,11,Europe,"{'match': 'ym', 'obj': ['sea', 'af'], 'geo': ['na']}"
136,Europe_Italy_Italy_bag_1020.jpg,bag,Europe,34,Africa,"{'match': 'ym', 'obj': ['na'], 'geo': ['eu']}"
137,Africa_Nigeria_Nigeria_cooking_pot_10198.jpg,cooking_pot,Africa,25,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
138,Africa_Nigeria_Nigeria_cooking_pot_10198.jpg,cooking_pot,Africa,16,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
139,Africa_Nigeria_Nigeria_cooking_pot_10198.jpg,cooking_pot,Africa,17,Europe,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
140,Europe_Spain_Spain_storefront_22318.jpg,storefront,Europe,31,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
141,Europe_Spain_Spain_storefront_22318.jpg,storefront,Europe,27,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
142,Europe_Spain_Spain_storefront_22318.jpg,storefront,Europe,24,Africa,"{'match': 'ym', 'obj': ['eu', 'sea', 'af'], 'geo': ['af', 'eu', 'sea']}"
143,Africa_Nigeria_Nigeria_storefront_48660.jpg,storefront,Africa,10,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['af', 'sea']}"
144,Africa_Nigeria_Nigeria_storefront_48660.jpg,storefront,Africa,27,Europe,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
145,Africa_Nigeria_Nigeria_storefront_48660.jpg,storefront,Africa,16,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
146,Africa_South_Africa_South_Africa_dog_45283.jpg,dog,Africa,20,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
147,Africa_South_Africa_South_Africa_dog_45283.jpg,dog,Africa,33,Europe,"{'match': 'ym', 'geo': ['na', 'sea', 'eu', 'af'], 'obj': ['sea', 'eu', 'af']}"
148,Africa_South_Africa_South_Africa_dog_45283.jpg,dog,Africa,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu', 'sea']}"
149,SouthEastAsia_Indonesia_Indonesia_storefront_48350.jpg,storefront,SouthEastAsia,10,SouthEastAsia,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
150,SouthEastAsia_Indonesia_Indonesia_storefront_48350.jpg,storefront,SouthEastAsia,27,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
151,SouthEastAsia_Indonesia_Indonesia_storefront_48350.jpg,storefront,SouthEastAsia,16,Africa,"{'match': 'ym', 'geo': ['sea'], 'obj': ['af', 'sea', 'eu']}"
152,Europe_United_Kingdom_United_Kingdom_bag_741.jpg,bag,Europe,1,SouthEastAsia,"{'match': 'ym', 'obj': ['af', 'eu', 'sea'], 'geo': ['eu']}"
153,Europe_United_Kingdom_United_Kingdom_bag_741.jpg,bag,Europe,11,Europe,"{'match': 'ym', 'obj': ['sea', 'eu'], 'geo': ['na']}"
154,Europe_United_Kingdom_United_Kingdom_bag_741.jpg,bag,Europe,36,Africa,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
155,Africa_South_Africa_South_Africa_cooking_pot_10295.jpg,cooking_pot,Africa,1,SouthEastAsia,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
156,Africa_South_Africa_South_Africa_cooking_pot_10295.jpg,cooking_pot,Africa,14,Africa,"{'obj': ['af', 'eu'], 'match': 'ym', 'geo': ['eu', 'af', 'sea']}"
157,Africa_South_Africa_South_Africa_cooking_pot_10295.jpg,cooking_pot,Africa,17,Europe,"{'match': 'ym', 'obj': ['sea'], 'geo': ['sea']}"
158,SouthEastAsia_Indonesia_Indonesia_car_18575.jpg,car,SouthEastAsia,12,Africa,"{'match': 'ym', 'obj': ['af', 'eu'], 'geo': ['eu']}"
159,SouthEastAsia_Indonesia_Indonesia_car_18575.jpg,car,SouthEastAsia,22,Europe,"{'match': 'ym', 'obj': ['eu'], 'geo': ['eu']}"
160,SouthEastAsia_Indonesia_Indonesia_car_18575.jpg,car,SouthEastAsia,13,SouthEastAsia,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
161,Europe_Spain_Spain_bag_013.jpg,bag,Europe,1,SouthEastAsia,"{'match': 'ym', 'obj': ['af', 'sea', 'eu'], 'geo': ['eu']}"
162,Europe_Spain_Spain_bag_013.jpg,bag,Europe,11,Europe,"{'match': 'ym', 'obj': ['af', 'eu', 'sea'], 'geo': ['na']}"
163,Europe_Spain_Spain_bag_013.jpg,bag,Europe,35,Africa,"{'match': 'ym', 'obj': ['na'], 'geo': ['na']}"
164,Africa_Nigeria_Nigeria_dog_45240.jpg,dog,Africa,37,Africa,"{'match': 'ym', 'obj': ['af'], 'geo': ['af']}"
